label_id	product_id	asset_id	date	territory	number_of_downloads	number_of_streams	number_of_listeners	number_of_saves	reporting_organization_id	asset_duration	stream_device_type	stream_device_os	stream_length	stream_source	stream_source_uri	user_id	user_region	user_gender	user_birth_year	user_age_group	user_country	user_access_type	user_account_type	track_id	primary_artist_ids	isrc	upc	shuffle	repeat	cached	completion	apple_container_type	apple_container_sub_type	apple_source_of_stream	youtube_channel_id	video_id	youtube_claimed_status	subscribed_status	asset_type	discovery_flag
2941457432	2941457433	2941457559	2020-10-11	FR	0	2		0	13285026	177	MOBILE														[2941457430]	NLRD51962076	8720205150868													
2338665258	2451425305	2451430664	2020-10-11	FR	0	1		0	13285026	195	MOBILE														[2451420718, 2451423827]	NLRD51966153	8720205102195													
2338665258	2451425305	2451430664	2020-10-11	AU	0	1		0	13285026	195	MOBILE														[2451420718, 2451423827]	NLRD51966153	8720205102195													
2338665258	2525477652	2525516479	2020-10-11	FR	0	1		0	13285026	238	MOBILE														[2525493555]	NLRD51966181	8720205102461													
2338665258	2525687761	2525716454	2020-10-11	FR	0	1		0	13285026	224	MOBILE														[2525493555]	NLRD51966185	8720205102485													
2529726926	2820440130	2820440149	2020-10-11	FR	0	1		0	13285026	225	MOBILE														[2525493555]	NLRD51962030	8720205150400													
2529726926	2820440130	2820440149	2020-10-11	FI	0	1		0	13285026	225	MOBILE														[2525493555]	NLRD51962030	8720205150400													
2529726926	2820440130	2820440149	2020-10-11	CA	0	1		0	13285026	225	MOBILE														[2525493555]	NLRD51962030	8720205150400													
2743587195	2743584697	2743601004	2020-10-11	FR	0	1		0	13285026	160	WEB														[2743553178]	NLRD51962685	8720205159625													
2423070691	2447213212	2447221113	2020-10-11	FR	0	1		0	13285026	198	MOBILE														[2426599648]	NLRD51966121	8720205102201													
2512423456	2898651142	2898684630	2020-10-11	FR	0	1		0	13285026	167	MOBILE														[2426599648]	NLRD51962374	8720205159335													
2512423456	2898651142	2578106190	2020-10-11	FR	0	1		0	13285026	211	MOBILE														[2426599648]	NLRD51962021	8720205159335													
2512423456	2898651142	2898684219	2020-10-11	FR	0	1		0	13285026	193	MOBILE														[2426599648]	NLRD51962372	8720205159335													
2512423456	2898651142	2898685213	2020-10-11	FR	0	3		0	13285026	210	MOBILE														[2426599648]	NLRD51962377	8720205159335													
