label_id	product_id	asset_id	date	territory	number_of_downloads	number_of_streams	number_of_listeners	number_of_saves	reporting_organization_id	asset_duration	stream_device_type	stream_device_os	stream_length	stream_source	stream_source_uri	user_id	user_region	user_gender	user_birth_year	user_age_group	user_country	user_access_type	user_account_type	track_id	primary_artist_ids	isrc	upc	shuffle	repeat	cached	completion	apple_container_type	apple_container_sub_type	apple_source_of_stream
2249090289	2249011626	2249031587	2020-09-24	FR	0	1		0	746109	180			1			49045395fb7c056beb796a9d9a90b320999080124b75a27d59fde6b22c318f78	Unknown	female		0-17	CA	premium	paid	6JNC7eCjvojnaw6wWI6qJ3	[2249017695]	NLRD51967188	8718857998709							
2338665258	2338663983	2338685638	2020-09-24	BE	0	1		0	746109	234			2			6b18ce1236de06f7b06a3b7d92c6d844106fa04935d83e11ae6b0324b5600cce	BE-VBR			35-44	BE	free	ad	480rYnR20KUNifetMVCCih	[2338664331, 2338670397]	NLRD51967185	8718857999164							
2338665258	2338663983	2338685638	2020-09-24	FR	0	1		0	746109	234			2			b654a4fba2d7b0410ef4b7188669d811f88da8261596ccafb40d53431ca66715	FR-34	male		23-27	FR	free	ad	480rYnR20KUNifetMVCCih	[2338664331, 2338670397]	NLRD51967185	8718857999164							
2249090289	2410293968	2410317601	2020-09-24	FR	0	1		0	746109	144			0			d4fd57319c722c21a1c7ccb9e849a6ed104e33805b0e4867112236cacb0362d3	FR-75	female		18-22	FR	free	ad	4yChqsKBPtG8ghHGFDPMqt	[2410315538]	NLRD51967585	8718857999256							
2249090289	2410293968	2410317601	2020-09-24	FR	0	1		0	746109	144			7			0d938725f3da20476984ad6c22ccdf74c3bca54fb6193ac42c6188cda5a79475	FR-75	male		18-22	FR	free	ad	4yChqsKBPtG8ghHGFDPMqt	[2410315538]	NLRD51967585	8718857999256							
2249090289	2410293968	2410317601	2020-09-24	FR	0	1		0	746109	144			0			4a7be3dac27e722f9f423a3ef4afd811a7aebf92a9f80589e71ecaad04753951	FR-75	female		23-27	FR	premium	paid	4yChqsKBPtG8ghHGFDPMqt	[2410315538]	NLRD51967585	8718857999256							
2249090289	2410293968	2410317601	2020-09-24	FR	0	1		0	746109	144			2			078261f7da5a8c52d37cdcdde796eddafcf0990959321a7bd825adc5d3b32087	FR-94	male		23-27	FR	premium	paid	4yChqsKBPtG8ghHGFDPMqt	[2410315538]	NLRD51967585	8718857999256							
2249090289	2410293968	2410317601	2020-09-24	FR	0	1		0	746109	144			1			e6773bd8606d7b7b6f94e679183b1f687bbac2f5adca00927b30921bcaa16fb7	FR-75	male		28-34	FR	premium	paid	4yChqsKBPtG8ghHGFDPMqt	[2410315538]	NLRD51967585	8718857999256							
2249090289	2410293968	2410317601	2020-09-24	FR	0	1		0	746109	144			1			c8287efae9bea171d6f3206b0552c6cb893fdbc2ea7c036e157ded4760a987c2	Unknown	female		23-27	FR	premium	paid	4yChqsKBPtG8ghHGFDPMqt	[2410315538]	NLRD51967585	8718857999256							
2249090289	2410293968	2410317601	2020-09-24	FR	0	1		0	746109	144			2			f527610fdaf740ae06980bee2389112e5541ac4185f8ad0cc0e70cee516d86fe	FR-75	female		18-22	FR	premium	paid	4yChqsKBPtG8ghHGFDPMqt	[2410315538]	NLRD51967585	8718857999256							
