label_id	product_id	asset_id	date	territory	number_of_downloads	number_of_streams	number_of_listeners	number_of_saves	reporting_organization_id	asset_duration	stream_device_type	stream_device_os	stream_length	stream_source	stream_source_uri	user_id	user_region	user_gender	user_birth_year	user_age_group	user_country	user_access_type	user_account_type	track_id	primary_artist_ids	isrc	upc	shuffle	repeat	cached	completion	apple_container_type	apple_container_sub_type	apple_source_of_stream	youtube_channel_id	video_id	youtube_claimed_status	subscribed_status	asset_type	discovery_flag
2249090289	2941419517	2941419589	2020-10-13	CA	0	2		0	99268	60	MOBILE		60	USER_PLAYLIST	7fac0a88-d83e-4da9-9b9a-0da96d24c06d	amzn1.account.AHP3QHOE2XPPGEM7RAOFOZOWY5AQ						3 for 99 Pricedrop Promotion		B08DV8Z5Y5	[2941419514]	NLRD51962080	8720205150905			true										
2249090289	2941461052	2941461068	2020-10-13	CA	0	3		0	99268	59	MOBILE		59	USER_PLAYLIST	7fac0a88-d83e-4da9-9b9a-0da96d24c06d	amzn1.account.AHP3QHOE2XPPGEM7RAOFOZOWY5AQ						3 for 99 Pricedrop Promotion		B08DV9WYPS	[2941419514]	NLRD51962079	8720205150899			true										
2249090289	2941467533	2941467556	2020-10-13	CA	0	2		0	99268	59	MOBILE		59	USER_PLAYLIST	7fac0a88-d83e-4da9-9b9a-0da96d24c06d	amzn1.account.AHP3QHOE2XPPGEM7RAOFOZOWY5AQ						3 for 99 Pricedrop Promotion		B08DVB19LF	[2941419514]	NLRD51962082	8720205150929			true										
2249090289	2941437847	2941437868	2020-10-13	CA	0	2		0	99268	59	MOBILE		59	USER_PLAYLIST	7fac0a88-d83e-4da9-9b9a-0da96d24c06d	amzn1.account.AHP3QHOE2XPPGEM7RAOFOZOWY5AQ						3 for 99 Pricedrop Promotion		B08DVBK65F	[2941419514]	NLRD51962081	8720205150912			true										
2249090289	2989792228	2989792257	2020-10-13	CA	0	1		0	99268	67	MOBILE		67	USER_PLAYLIST	7fac0a88-d83e-4da9-9b9a-0da96d24c06d	amzn1.account.AHP3QHOE2XPPGEM7RAOFOZOWY5AQ						3 for 99 Pricedrop Promotion		B08FRLQYC9	[2941419514]	NLRD51962098	8720205151087			true										
2249090289	2989792228	2989792257	2020-10-13	CA	0	1		0	99268	67	MOBILE		52	USER_PLAYLIST	7fac0a88-d83e-4da9-9b9a-0da96d24c06d	amzn1.account.AHP3QHOE2XPPGEM7RAOFOZOWY5AQ						3 for 99 Pricedrop Promotion		B08FRLQYC9	[2941419514]	NLRD51962098	8720205151087			true										
3008151094	3008151101	3008151233	2020-10-13	CA	0	1		0	99268	103	MOBILE		103	USER_PLAYLIST	7fac0a88-d83e-4da9-9b9a-0da96d24c06d	amzn1.account.AHP3QHOE2XPPGEM7RAOFOZOWY5AQ						3 for 99 Pricedrop Promotion		B08G4F59KD	[2941419514]	NLRD51962111	8720205151209			false										
3008151094	3023849493	2569996225	2020-10-13	CA	0	1		0	99268	64	MOBILE		64	USER_PLAYLIST	7fac0a88-d83e-4da9-9b9a-0da96d24c06d	amzn1.account.AHP3QHOE2XPPGEM7RAOFOZOWY5AQ						3 for 99 Pricedrop Promotion		B08GGCMYG6	[2941419514]	NLRD51962756	8720205150196			true										
3008151094	3038494177	3038494380	2020-10-13	CA	0	1		0	99268	63	MOBILE		63	USER_PLAYLIST	7fac0a88-d83e-4da9-9b9a-0da96d24c06d	amzn1.account.AHP3QHOE2XPPGEM7RAOFOZOWY5AQ						3 for 99 Pricedrop Promotion		B08GS5P8HY	[2941419514]	NLRD51962066	8720205150769			true										
3030208542	3155826824	3155826908	2020-10-13	CA	0	1		0	99268	201	MOBILE		105	USER_PLAYLIST	7fac0a88-d83e-4da9-9b9a-0da96d24c06d	amzn1.account.AHP3QHOE2XPPGEM7RAOFOZOWY5AQ						3 for 99 Pricedrop Promotion		B08KRKV62K	[2941419514]	NLRD51962154	8720205151636			true										
2338665258	2451425305	2451430664	2020-10-13	DE	0	1		0	99268	195	ALEXA		195	ARTIST	B016AUSUJQ	amzn1.account.AGPHZUECMH3BHZTJJV6IWPTU3WZA	58097					Alexa-Single Device-only Monthly		B0851SQHGL	[2451420718, 2451423827]	NLRD51966153	8720205102195			false										
2423070691	2447213212	2447221113	2020-10-13	FR	0	1		0	99268	198	MOBILE		133	AUTO_PLAYLIST	RECENTLY_PLAYED_SONGS	amzn1.account.AEWYJZGI7R536G6CJ63PJRXLP5TQ						4 for 99 Pricedrop Promotion		B0851VBR4G	[2426599648]	NLRD51966121	8720205102201			false										
2489685410	2489679231	2489736268	2020-10-13	FR	0	1		0	99268	160	MOBILE		160	AUTO_PLAYLIST	RECENTLY_PLAYED_SONGS	amzn1.account.AGUXJ2BCTAVBVEDIBKSH3M47KFNA	01000					Individual All Devices Monthly		B085LLR1VY	[2489676855]	NLRD51966170	8720205102348			false										
2489685410	2489679231	2489736268	2020-10-13	FR	0	1		0	99268	160	MOBILE		160	USER_PLAYLIST	4c098133-99c3-4a61-bb58-547e195a88da	amzn1.account.AG3MJO6Y4CRBVN2DCBZ6M23QXYWQ	45800					Individual All Devices Monthly		B085LLR1VY	[2489676855]	NLRD51966170	8720205102348			true										
2529726926	2593080416	2593150589	2020-10-13	FR	0	1		0	99268	272	MOBILE		38	UNL_STATION_SEED		amzn1.account.AFOFQ2QBC3HPQJFB24AMIXGSJLIQ	77176					90 day free trial		B086VLP6GX	[2529719021]	NLRD51967564	8720205102836			false										
2529726926	2593080416	2593150589	2020-10-13	FR	0	1		0	99268	272	MOBILE		269	AUTO_PLAYLIST	RECENTLY_DOWNLOADED	amzn1.account.AG3BFAGBBNAFR7LIWGNQHZZAAYYQ						Individual All Devices Monthly		B086VLP6GX	[2529719021]	NLRD51967564	8720205102836			true										
2529726926	2593080416	2593150589	2020-10-13	FR	0	1		0	99268	272	MOBILE		272	AUTO_PLAYLIST	RECENTLY_DOWNLOADED	amzn1.account.AG3BFAGBBNAFR7LIWGNQHZZAAYYQ						Individual All Devices Monthly		B086VLP6GX	[2529719021]	NLRD51967564	8720205102836			true										
2529726926	2593080416	2593150589	2020-10-13	FR	0	1		0	99268	272	MOBILE		271	AUTO_PLAYLIST	RECENTLY_DOWNLOADED	amzn1.account.AG3BFAGBBNAFR7LIWGNQHZZAAYYQ						Individual All Devices Monthly		B086VLP6GX	[2529719021]	NLRD51967564	8720205102836			true										
2529726926	2593080416	2593150589	2020-10-13	FR	0	1		0	99268	272	MOBILE		213	AUTO_PLAYLIST	RECENTLY_DOWNLOADED	amzn1.account.AG3BFAGBBNAFR7LIWGNQHZZAAYYQ						Individual All Devices Monthly		B086VLP6GX	[2529719021]	NLRD51967564	8720205102836			true										
2414467927	2628138911	2628146533	2020-10-13	FR	0	1		0	99268	163	MOBILE		163	ALBUM	B08775WMX5	amzn1.account.AG7IGHJN6AVQHFTPKNVVPMSOWBEQ						Individual All Devices Monthly		B0876HJ7H6	[2414452643]	NLRD51962325	8720205102942			true										
2414467927	2628138911	2628146362	2020-10-13	FR	0	1		0	99268	146	MOBILE		146	ALBUM	B08775WMX5	amzn1.account.AG7IGHJN6AVQHFTPKNVVPMSOWBEQ						Individual All Devices Monthly		B0876YF6D7	[2414452643]	NLRD51967552	8720205102942			true										
2414467927	2628138911	2628141574	2020-10-13	FR	0	1		0	99268	204	MOBILE		204	ALBUM	B08775WMX5	amzn1.account.AG7IGHJN6AVQHFTPKNVVPMSOWBEQ						Individual All Devices Monthly		B0876YP2ZJ	[2414452643]	NLRD51967581	8720205102942			true										
2414467927	2628138911	2628145599	2020-10-13	FR	0	1		0	99268	230	MOBILE		230	ALBUM	B08775WMX5	amzn1.account.AG7IGHJN6AVQHFTPKNVVPMSOWBEQ						Individual All Devices Monthly		B0876YRD38	[2414452643]	NLRD51967584	8720205102942			true										
2414467927	2628138911	2539130779	2020-10-13	FR	0	1		0	99268	153	MOBILE		153	ALBUM	B08775WMX5	amzn1.account.AG7IGHJN6AVQHFTPKNVVPMSOWBEQ						Individual All Devices Monthly		B0876YTXBV	[2414452643]	NLRD51966200	8720205102942			true										
2414467927	2628138911	2628147281	2020-10-13	FR	0	1		0	99268	124	MOBILE		124	UNL_STATION_SEED		amzn1.account.AG7IGHJN6AVQHFTPKNVVPMSOWBEQ						Individual All Devices Monthly		B0876YVMSF	[2414452643]	NLRD51962996	8720205102942			true										
2414467927	2628138911	2628147281	2020-10-13	FR	0	1		0	99268	124	MOBILE		124	ALBUM	B08775WMX5	amzn1.account.AG7IGHJN6AVQHFTPKNVVPMSOWBEQ						Individual All Devices Monthly		B0876YVMSF	[2414452643]	NLRD51962996	8720205102942			true										
2414467927	2628138911	2628147055	2020-10-13	FR	0	1		0	99268	180	MOBILE		172	ALBUM	B08775WMX5	amzn1.account.AG7IGHJN6AVQHFTPKNVVPMSOWBEQ						Individual All Devices Monthly		B0876YVW4J	[2414452643]	NLRD51962998	8720205102942			true										
2414467927	2628138911	2628146879	2020-10-13	FR	0	1		0	99268	210	MOBILE		204	SONGS		amzn1.account.AEUTGL66TSSXEYMOCIDOEA3WU6OA	72100					Individual All Devices Monthly		B0876YXSPP	[2414452643]	NLRD51962999	8720205102942			false										
2414467927	2628138911	2628146879	2020-10-13	FR	0	1		0	99268	210	MOBILE		210	ALBUM	B08775WMX5	amzn1.account.AG7IGHJN6AVQHFTPKNVVPMSOWBEQ						Individual All Devices Monthly		B0876YXSPP	[2414452643]	NLRD51962999	8720205102942			true										
